	#	$	''	(	)	,	.	:	CC	CD	DT	EX	FW	IN	JJ	JJR	JJS	MD	NN	NNP	NNPS	NNS	PDT	POS	PRP	PRP$	RB	RBR	RBS	RP	SYM	TO	UH	VB	VBD	VBG	VBN	VBP	VBZ	WDT	WP	WP$	WRB	``
each	-11.290343	-11.153931	-11.425711	-10.492102	-8.995085	-10.018209	-11.754799	-9.570761	-13.776539	-11.316212	4.828841	-10.458136	-6.780980	-5.603848	2.812109	-6.488894	-4.947691	-3.639370	2.702342	0.993333	-9.530249	-2.433140	-7.281055	-13.036860	-7.184721	-15.573697	0.583858	-6.665237	-13.054940	-11.008666	-8.823392	-11.332415	-9.267551	2.592683	-2.121513	-4.917857	-2.655261	-0.942484	-3.866925	-0.998762	-11.843157	-11.516982	-10.551223	-12.426231
jetliner	-10.946546	-14.200001	-17.118765	-16.178810	-14.404315	-11.769836	-15.392342	-14.786985	-9.074248	-12.115824	-13.410700	-13.833674	-6.428477	4.120359	4.502844	-0.454779	-8.931396	-18.406612	6.848086	0.461201	-4.170187	0.037600	-9.762746	-16.260078	-11.126066	-10.183700	3.977762	-5.853987	-13.653187	-9.670029	-9.631196	-23.513393	-12.049544	2.628440	-2.115625	-0.721578	-2.144664	-0.150961	-4.488122	-8.448644	-20.541000	-15.928529	-13.884795	-15.992257
's	-6.476156	-4.831952	-2.613943	-3.203316	-2.741053	-7.398675	-7.076486	-5.527689	-8.056317	-14.053363	-9.193522	-13.655941	-5.766042	-3.679708	-1.975403	-6.327087	-7.192262	-3.880865	-1.351349	0.340445	-0.486252	3.389644	-14.110942	9.290623	-2.486895	-4.800724	-0.507859	-7.577024	-7.355135	-11.315379	-7.631207	-10.549873	-7.337454	-4.516353	-4.378013	-7.990664	-7.769899	-2.222041	6.211274	-8.933887	-9.666680	-10.090362	-9.391155	-6.319464
two	-9.302603	-6.149972	-8.528472	-4.869968	-4.773561	-3.472025	-9.510020	-7.621232	-8.236747	7.171018	-4.608854	-11.246593	-7.006959	2.008903	1.174629	-5.755724	-8.122617	-2.964657	1.294429	0.914146	-8.289852	-4.184670	-13.076730	-9.840798	-4.826597	-8.224517	1.550204	-9.197614	-10.157857	-3.864209	-7.308058	1.372493	-12.344268	0.296410	-2.325447	-8.047506	-3.902153	-1.984074	-8.140317	-8.874386	-6.210607	-14.044806	-7.025679	-9.552221
major	-14.861832	-15.420711	-18.376959	-12.523565	-9.975915	-12.916232	-16.420195	-13.115846	-8.394472	-11.921220	-7.873222	-15.292764	-5.245779	-1.646534	6.841827	-0.419232	-8.959948	-7.915942	4.621869	2.248589	-9.057923	-2.045037	-9.149292	-15.666110	-12.969745	-11.887733	1.426872	-4.355772	-17.130259	-9.065341	-11.419484	-15.172629	-15.421752	1.652782	-2.651406	-5.015110	-3.371135	-1.911846	-6.201006	-6.450216	-13.503978	-14.697010	-15.310301	-11.313421
bulkheads	-10.002542	-13.598090	-19.656687	-15.392847	-13.635620	-12.592334	-14.362171	-14.667583	-11.254404	-19.683441	-10.360913	-19.080566	-6.348681	-6.769354	-1.058620	-11.020987	-10.725367	-11.762362	3.145643	1.573256	0.406905	8.040407	-15.264400	-9.337402	-9.775175	-9.253181	-3.461486	-14.822191	-15.763077	-15.917983	-11.710893	-16.942671	-11.260380	0.775144	-2.969342	-4.348115	-3.512938	-2.297837	4.794071	-17.035650	-15.908957	-21.562923	-21.913465	-15.682658
,	-13.581043	-9.872703	-9.883393	-10.017828	-7.933084	14.421518	-8.856867	-8.433417	-10.860093	-2.199082	-6.159748	-17.000822	-10.582095	-3.538442	-0.894004	-10.798315	-14.285456	-16.077103	-1.877002	2.917895	-2.251336	0.938418	-15.088400	-7.367509	-9.017151	-9.794456	-0.874971	-15.746119	-20.629662	-12.781857	-12.016196	-12.914561	-10.960160	-4.206653	-9.212708	-12.921544	-7.568259	-8.509542	-3.234344	-16.091478	-12.838821	-19.756239	-11.412603	-15.898112
a	-1.205680	-9.002545	-10.702272	-11.229156	-10.823771	-8.937304	-10.515593	-13.645907	-1.645857	-9.278972	12.246640	-9.009906	-5.652887	2.672245	-1.571971	-10.909850	-12.954072	-6.215726	1.507187	-0.693504	-6.269465	-0.564560	-4.785968	-11.204214	-4.130784	-6.914642	-1.118485	-15.689792	-14.496052	-8.513957	-8.806356	-11.068073	-7.763930	-0.912727	-4.264416	-6.396126	-4.760911	-1.394363	-2.572786	-1.151891	-4.120239	-11.675632	-11.631660	-13.716766
pressure	-12.759839	-11.544320	-13.658392	-12.134926	-9.592290	-11.167683	-15.403012	-10.284050	-10.899512	-7.677547	-14.813639	-8.035489	-3.362765	-2.769385	3.094504	1.281668	-6.169997	-9.134753	6.069100	0.946005	-6.107106	-0.097680	-11.030656	-9.766731	-12.920763	-15.488997	-0.114949	-1.956193	-11.755101	-9.239212	-10.302234	-15.613881	-15.056069	4.367262	0.713734	-2.555320	0.368515	2.856554	-3.169811	-9.635960	-15.101926	-11.092187	-11.111320	-10.750562
floor	-7.046336	-9.047697	-11.678041	-10.969469	-8.608142	-7.877160	-13.742867	-9.506986	-0.230195	-2.113073	-5.933251	-15.764685	-5.261179	0.348321	2.775273	0.883647	-6.367492	-8.195329	3.973879	0.928263	-8.058894	-2.633516	-10.063383	-11.350509	-7.744883	-3.822069	0.771713	-2.482777	-8.091452	-3.653545	-6.887496	-10.099457	-7.587326	1.600992	-3.351683	-4.143737	-3.659303	-0.031133	-5.318767	-4.188485	-9.304954	-10.259759	-8.121854	-9.475711
,	-13.581043	-9.872703	-9.883393	-10.017828	-7.933084	14.421518	-8.856867	-8.433417	-10.860093	-2.199082	-6.159748	-17.000822	-10.582095	-3.538442	-0.894004	-10.798315	-14.285456	-16.077103	-1.877002	2.917895	-2.251336	0.938418	-15.088400	-7.367509	-9.017151	-9.794456	-0.874971	-15.746119	-20.629662	-12.781857	-12.016196	-12.914561	-10.960160	-4.206653	-9.212708	-12.921544	-7.568259	-8.509542	-3.234344	-16.091478	-12.838821	-19.756239	-11.412603	-15.898112
torque	-10.258986	-11.514106	-15.792153	-9.807357	-10.686122	-9.819202	-12.567290	-10.387797	-4.299811	-5.963909	-8.918536	-10.624659	-4.765534	-5.181253	3.922022	-2.731795	-5.891645	-7.301837	5.688004	1.258754	-4.066438	-0.196350	-11.675212	-15.285766	-11.468961	-16.375040	0.390474	-6.258110	-9.556636	-7.652035	-8.679906	-6.863148	-13.483548	3.002755	0.920480	-3.245751	-0.213052	0.599420	-6.480095	-10.376880	-14.751678	-10.730184	-11.839787	-9.129407
box	-7.968987	-7.429328	-11.189609	-9.532166	-11.133583	-10.873154	-10.669966	-8.859519	-10.334061	0.117078	-1.923719	-9.670168	-5.689111	-0.613670	1.435756	-6.202989	-13.493572	-5.188311	4.199775	0.773637	-10.413512	-3.583915	-11.144706	-14.769245	-4.749063	-9.571823	0.091013	-9.523309	-15.223359	-6.009202	-8.072953	-10.564972	-8.591020	1.835714	-1.790133	-3.525977	-2.437229	1.355473	-5.569017	-7.280148	-9.863738	-10.699217	-7.398383	-10.647442
,	-13.581043	-9.872703	-9.883393	-10.017828	-7.933084	14.421518	-8.856867	-8.433417	-10.860093	-2.199082	-6.159748	-17.000822	-10.582095	-3.538442	-0.894004	-10.798315	-14.285456	-16.077103	-1.877002	2.917895	-2.251336	0.938418	-15.088400	-7.367509	-9.017151	-9.794456	-0.874971	-15.746119	-20.629662	-12.781857	-12.016196	-12.914561	-10.960160	-4.206653	-9.212708	-12.921544	-7.568259	-8.509542	-3.234344	-16.091478	-12.838821	-19.756239	-11.412603	-15.898112
fixed	-10.464880	-8.490611	-9.256179	-8.552868	-9.785607	-9.843881	-8.386130	-8.075918	-12.748508	1.945049	-12.026459	-8.792026	-5.380012	-3.118367	4.634488	-3.207542	-9.596159	-8.282930	1.170274	0.293850	-7.222459	-2.530448	-10.871669	-13.080495	-8.733179	-18.620819	-0.935522	-7.192737	-16.389992	-6.690134	-8.239806	-16.661404	-10.239812	1.438854	5.398105	-5.083311	5.916729	-0.144032	-4.441021	-13.012209	-14.735197	-7.227870	-6.205733	-10.498463
leading	-13.655757	-15.092082	-19.303047	-10.990627	-10.543039	-10.466141	-12.580815	-10.786160	-16.000666	-12.081842	-15.391997	-12.986237	-6.909632	-3.728862	4.668477	-4.163052	2.207355	-10.326017	6.703645	2.164626	-3.703778	0.403170	-10.437556	-15.766370	-15.085508	-17.841932	1.389888	-7.971639	-9.966751	-8.852647	-9.116715	-14.979797	-11.930748	2.206516	-1.862859	9.174556	-1.467911	-0.342031	-6.022102	-12.252674	-18.559780	-15.019755	-10.976322	-14.392115
edges	-12.517465	-9.290937	-10.855958	-10.155373	-10.129016	-7.205901	-11.192801	-11.100780	-15.028395	-9.768068	-10.614475	-16.642559	-8.196196	-7.820007	-1.807098	-2.331157	-7.375544	-13.421499	-1.004976	2.092697	1.750932	5.828237	-19.244251	-5.402611	-8.512271	-10.851091	-3.871310	-6.316181	-14.519404	-15.746129	-11.337061	-16.488293	-10.881493	-3.415355	0.587180	-7.391471	-0.934068	-5.012296	4.479855	-20.346329	-20.386524	-12.648823	-10.538395	-13.015224
for	-6.284726	-6.806795	-11.597198	-11.849757	-8.676481	-9.831136	-9.719112	-9.999868	-0.571997	0.115174	-0.480478	-11.184988	-5.446327	7.523680	1.695921	-0.908370	-9.043357	-9.039802	2.288058	-0.067132	-8.089592	-3.486630	-6.442403	-10.247150	-4.811131	-4.336343	0.862337	-3.617966	-9.214725	-4.400836	-5.907354	-5.986910	-6.370851	0.854539	-2.534399	-5.440754	-3.194667	-1.326370	-5.420272	-1.149971	-5.722147	-7.399884	-5.310346	-7.894227
the	-6.975177	-6.428631	-6.863160	-10.992915	-10.412994	-7.202310	-9.719199	-12.518996	-7.784618	-1.060628	10.587816	-3.329900	-5.238018	3.234140	0.872768	-4.286257	-8.684869	-5.987348	0.562039	-1.835257	-9.267535	-3.741243	-5.814382	-10.669421	3.253792	-4.725004	0.356982	-7.219345	-13.108088	-7.435401	-6.589210	-6.626804	-5.970565	0.529578	-1.962121	-9.697666	-3.867212	-0.583885	-5.851234	1.783116	-6.446864	-5.330455	-6.441249	-11.317220
wings	-10.000589	-10.112473	-15.586566	-6.972154	-8.222685	-7.636581	-9.779084	-10.043401	-10.182233	-13.415094	-15.520476	-20.107283	-8.160861	-1.508814	-2.113090	-7.133405	-7.575573	-13.264128	0.659601	1.198233	2.426691	6.141794	-17.198868	-5.000528	-9.862581	-9.366644	-2.359935	-11.710298	-11.614152	-13.104137	-8.956321	-13.311416	-12.091246	-3.858999	-2.417295	-1.977363	-5.858911	-5.627789	2.500540	-18.747660	-12.585384	-14.179766	-10.557006	-10.795298
and	-5.545801	-6.222587	-8.691244	-6.601095	-7.614730	-8.451298	-10.024127	-9.302346	11.204060	-8.670640	1.157767	-11.630521	-5.971031	-0.202506	0.928630	-8.772384	-9.589598	-5.589883	3.067585	0.719486	-4.934876	-3.356470	-8.479346	-8.970040	-9.251793	-12.888366	-0.824926	-14.986135	-14.337023	-5.987674	-9.197055	-14.494511	-8.486798	2.197123	-1.281101	-3.832344	-0.784705	1.732651	-3.285167	-6.698166	-9.237029	-10.722454	-9.326917	-9.629957
an	-3.194004	-8.362827	-8.255002	-9.242219	-8.564096	-9.067944	-9.951460	-11.581445	1.920903	-7.434013	9.702093	-7.248525	-4.344024	2.072189	0.668082	-8.784817	-11.308928	-2.072858	2.822335	0.283478	-6.599076	-3.227963	-4.389345	-12.071518	-5.781664	-8.312982	-0.277001	-12.711248	-13.998105	-5.334865	-7.384172	-11.067513	-6.943188	0.734283	-1.420634	-4.783614	-1.618030	1.048038	-3.626511	-1.272179	-5.820816	-9.856877	-7.695373	-9.238326
aft	-3.509934	-6.697554	-9.027971	-10.085056	-8.215723	-9.305835	-10.928337	-12.022513	-1.874105	-5.475757	1.656532	-9.235960	-4.251466	4.872282	1.446122	-6.263827	-4.357651	-4.613440	2.964485	-0.983559	-6.070978	-2.367643	-1.362325	-8.440494	-3.621886	-11.623820	1.377345	-9.114165	-7.770524	-3.010785	-5.379836	-9.287667	-8.207669	2.087544	-0.722090	-1.647488	0.764219	1.427146	-3.837529	-1.588323	-6.218940	-6.003486	-5.068374	-8.012442
keel	-10.700871	-4.772074	-10.320296	-8.259981	-8.114782	-7.059613	-7.483370	-7.718305	-10.420169	-4.692706	-4.628655	-7.576549	-4.282889	-4.324605	2.787823	-2.005602	-4.695673	-4.613781	3.284834	2.871533	-3.095993	-1.164353	-5.368551	-11.234607	-9.610047	-12.237024	-1.058635	-5.330723	-10.086761	-8.895508	-6.938226	-12.721816	-9.883965	4.439404	0.296815	-1.331167	0.516349	1.820900	-2.566076	-11.137488	-17.064411	-9.387499	-11.391630	-8.040627
beam	-8.477619	-10.419171	-12.078390	-11.011477	-10.995768	-10.375318	-7.050186	-11.072883	-13.039758	-8.192016	-7.556428	-8.978850	-6.973309	1.414391	1.926515	-2.071775	-5.551361	-5.454136	4.738685	0.795474	-8.699038	-2.699772	-11.480614	-13.261708	-2.994142	-10.683731	-0.695875	-8.527904	-8.501076	-8.207661	-8.083521	-12.729503	-11.130414	4.194789	1.775126	-4.907424	0.443334	1.028379	-4.580262	-8.465365	-8.593907	-10.204176	-8.338645	-12.333266
.	-4.889622	-7.685586	-9.868067	-4.677211	-6.070985	-3.600317	14.206449	-0.120073	-10.644364	-2.514780	-8.382020	-15.635897	-6.553740	-5.241173	-1.235498	-8.295115	-12.284819	-5.976274	-0.657619	2.124675	-4.316277	0.695384	-9.166097	-6.504147	-6.170496	-6.924646	-3.244812	-12.567605	-15.127402	-13.390035	-8.975677	-13.298019	-7.815685	-3.004294	-4.266465	-5.975457	-5.944333	-6.200992	-3.236686	-11.222269	-4.426824	-9.313646	-5.481520	-12.530493
Under	-16.834833	-7.586937	-15.098676	-10.097111	-8.755034	-10.076051	-16.788517	-17.893293	2.881602	-6.253407	-7.119580	-11.572190	-18.991652	9.115436	1.449818	-1.746132	-13.743704	-21.900440	0.621299	6.967170	-0.770498	-5.040399	-14.222071	-17.535913	-10.926563	-6.531348	0.590305	-5.348530	-23.804775	-12.690704	-11.882936	-13.491346	-9.431874	-1.869505	-9.487820	-7.348920	-6.851312	-5.226072	-7.732125	-10.267844	-15.165908	-17.494162	-10.335981	-11.731135
the	-6.975177	-6.428631	-6.863160	-10.992915	-10.412994	-7.202310	-9.719199	-12.518996	-7.784618	-1.060628	10.587816	-3.329900	-5.238018	3.234140	0.872768	-4.286257	-8.684869	-5.987348	0.562039	-1.835257	-9.267535	-3.741243	-5.814382	-10.669421	3.253792	-4.725004	0.356982	-7.219345	-13.108088	-7.435401	-6.589210	-6.626804	-5.970565	0.529578	-1.962121	-9.697666	-3.867212	-0.583885	-5.851234	1.783116	-6.446864	-5.330455	-6.441249	-11.317220
existing	-13.179941	-10.752082	-17.655542	-7.129398	-9.997793	-9.503724	-11.158598	-8.374874	-13.702941	-6.676466	-16.294092	-15.220686	-6.709070	-1.515549	3.452726	-4.496055	-2.313162	-11.489201	5.140470	2.483161	-2.362460	0.215895	-11.441509	-13.301392	-13.351387	-15.106148	0.229052	-9.347353	-9.767975	-9.612981	-8.663801	-15.692063	-10.303789	1.690467	-2.552521	9.276691	-2.068655	0.185637	-3.227016	-13.808513	-17.707806	-13.088395	-11.973413	-10.175028
contract	-10.914261	-11.221675	-14.509624	-5.176678	-9.529475	-8.615131	-14.765237	-9.793758	-10.379942	-7.021214	-13.525852	-13.509759	-2.247242	-8.698266	4.393466	-5.485723	-4.552379	-1.471839	5.956303	1.713430	-4.342967	-0.368597	-11.802462	-13.631789	-15.240314	-17.225937	-0.270565	-5.617028	-8.092089	-8.801042	-7.742136	-9.750548	-13.965755	4.332692	0.427541	-0.458242	0.997372	2.476131	-3.097160	-8.215807	-12.094554	-10.778549	-10.012687	-9.121969
,	-13.581043	-9.872703	-9.883393	-10.017828	-7.933084	14.421518	-8.856867	-8.433417	-10.860093	-2.199082	-6.159748	-17.000822	-10.582095	-3.538442	-0.894004	-10.798315	-14.285456	-16.077103	-1.877002	2.917895	-2.251336	0.938418	-15.088400	-7.367509	-9.017151	-9.794456	-0.874971	-15.746119	-20.629662	-12.781857	-12.016196	-12.914561	-10.960160	-4.206653	-9.212708	-12.921544	-7.568259	-8.509542	-3.234344	-16.091478	-12.838821	-19.756239	-11.412603	-15.898112
Rockwell	-18.578558	-12.255836	-16.308002	-8.327402	-7.311033	-13.923062	-22.379927	-15.428761	-13.226924	-17.877508	-10.392830	-15.391239	-13.170174	-12.287685	3.470705	-4.586502	-5.311102	-6.913094	4.304645	8.133817	0.856530	-1.111779	-13.839908	-18.731161	-12.708540	-14.250316	3.044527	-8.028622	-15.558618	-14.475253	-13.845627	-16.073626	-12.904724	-0.201218	-4.208268	-1.069257	-3.616507	-4.421041	-7.194856	-16.187538	-21.703815	-21.165186	-18.904270	-14.417214
said	-9.043384	-10.154954	-9.851665	-6.560730	-8.208152	-9.076818	-6.584509	-7.431395	-7.487142	-9.348319	-11.626649	-10.647621	-4.042674	-6.233310	1.426522	-3.431686	-7.198516	-1.445091	2.211216	0.111146	-4.980559	-1.277014	-12.050804	-5.008530	-7.512573	-17.295723	-2.089303	-6.250458	-7.902590	-4.883924	-8.405609	-10.997054	-10.775450	1.556978	7.807386	-3.760723	2.284186	1.045407	-1.332561	-12.721431	-7.007277	-4.641470	-8.691527	-8.685743
,	-13.581043	-9.872703	-9.883393	-10.017828	-7.933084	14.421518	-8.856867	-8.433417	-10.860093	-2.199082	-6.159748	-17.000822	-10.582095	-3.538442	-0.894004	-10.798315	-14.285456	-16.077103	-1.877002	2.917895	-2.251336	0.938418	-15.088400	-7.367509	-9.017151	-9.794456	-0.874971	-15.746119	-20.629662	-12.781857	-12.016196	-12.914561	-10.960160	-4.206653	-9.212708	-12.921544	-7.568259	-8.509542	-3.234344	-16.091478	-12.838821	-19.756239	-11.412603	-15.898112
it	-7.097120	-9.856272	-12.958389	-11.649562	-8.318230	-9.382191	-10.304633	-11.258405	-3.956920	-5.071591	-9.661233	-12.707683	-5.153875	-1.292455	3.237130	-7.834685	-8.037954	-8.903747	3.589823	1.250173	-4.673312	-0.880047	-10.040655	-13.253699	9.549953	2.404945	0.341688	-10.443977	-7.499359	-3.935755	-6.738312	-15.780735	-10.059114	1.826897	-1.612886	-2.365502	-1.345476	-1.610553	-6.143634	-8.909584	-12.287626	-11.452597	-9.212464	-13.850581
has	-8.475432	-8.509890	-9.196633	-9.205200	-6.342193	-9.254166	-7.893727	-8.038899	-13.617858	-13.861979	-5.458233	-12.301234	-5.852032	-2.775575	-0.484378	-3.531719	-6.824254	-6.067441	1.678266	-0.059839	-2.936603	2.858503	-9.111629	-2.463998	-4.464850	-2.148104	-0.924097	-4.507281	-5.027946	-9.075104	-7.740513	-7.162982	-5.436500	-1.025467	-0.440420	-4.843257	-4.106415	-1.661173	5.838282	-5.180197	-6.053443	-7.903916	-9.319405	-8.471051
already	-12.741462	-9.668279	-13.545983	-8.689931	-9.027503	-7.027718	-15.353204	-13.126609	-8.188577	-9.283859	-3.100879	-9.116479	-7.253551	-0.847763	3.607711	-6.194449	-8.301704	-11.381580	3.951949	1.380009	-8.486284	-3.883337	-5.019017	-15.344613	-12.554261	-17.037992	5.295639	-9.743600	-19.408092	-9.094115	-10.189880	-14.946585	-13.088708	1.996422	-2.275906	-3.958307	-2.733389	1.468503	-5.346576	-5.970253	-10.667947	-14.649133	-7.769296	-13.640453
delivered	-11.520510	-9.492051	-10.026476	-7.858271	-9.732447	-8.815362	-11.895453	-6.902674	-10.233637	-3.705147	-11.844435	-8.624891	-3.883639	-3.838776	4.431048	-6.324207	-9.266425	-10.157830	1.882617	-0.637435	-6.700591	-1.709976	-13.847581	-10.302700	-8.476116	-16.092384	-0.389263	-10.828315	-18.141808	-7.870441	-9.082164	-17.165548	-11.862005	2.067296	3.685888	-4.842179	4.123581	-0.272670	-3.708270	-14.470304	-16.603241	-8.910365	-8.267793	-9.778495
793	-19.015701	-10.905635	-21.538200	-10.621105	-15.256038	-16.018736	-12.791620	-11.310791	-24.177172	16.533154	-5.981376	-16.512747	-13.261323	-4.238142	3.293405	-6.501438	-17.965410	-7.949530	3.806423	3.786224	-9.416624	-2.254673	-17.439405	-31.940525	-7.377922	-11.606339	-2.292543	-10.389889	-21.166702	-15.513780	-14.399782	-12.545859	-16.373909	-1.715648	-9.048820	-10.642406	-7.920773	-7.391205	-14.447357	-21.672110	-15.099942	-21.620369	-9.946217	-25.511362
of	-5.797257	-8.729130	-9.849900	-14.043773	-10.274416	-11.000619	-10.082100	-12.085252	-5.318247	-2.966025	0.543391	-15.306462	-4.360627	9.704759	0.396004	-8.474664	-12.365898	-6.651990	3.048620	-0.519961	-14.217298	-5.397388	-5.109834	-10.191277	-2.003266	-10.319759	1.591059	-12.456517	-11.996911	-4.833359	-8.263669	-8.165756	-8.444532	0.986945	-3.425087	-9.445317	-5.040053	-0.840343	-7.602417	-4.566769	-3.910355	-6.583167	-5.301238	-9.668166
the	-6.975177	-6.428631	-6.863160	-10.992915	-10.412994	-7.202310	-9.719199	-12.518996	-7.784618	-1.060628	10.587816	-3.329900	-5.238018	3.234140	0.872768	-4.286257	-8.684869	-5.987348	0.562039	-1.835257	-9.267535	-3.741243	-5.814382	-10.669421	3.253792	-4.725004	0.356982	-7.219345	-13.108088	-7.435401	-6.589210	-6.626804	-5.970565	0.529578	-1.962121	-9.697666	-3.867212	-0.583885	-5.851234	1.783116	-6.446864	-5.330455	-6.441249	-11.317220
shipsets	-9.308601	-8.912149	-14.515296	-8.343807	-8.815760	-9.008403	-10.865688	-10.096893	-13.581542	-11.722197	-9.420174	-15.485053	-6.764446	-7.477156	-2.300841	-9.951841	-8.873440	-12.697186	-0.441390	1.927193	2.265406	8.986903	-17.306152	-4.445342	-3.010422	-2.432500	-2.619791	-11.068557	-9.408825	-14.933950	-10.619509	-13.425394	-7.605364	-3.530066	-4.815874	-7.709951	-4.707297	-5.824921	6.410145	-13.795266	-15.722671	-14.362028	-15.676708	-10.034617
to	-7.370830	-4.893897	-9.857117	-6.934582	-7.926226	-5.977903	-9.050160	-8.278963	-4.385123	-0.491133	-0.546777	-10.657193	-5.737771	0.964524	-0.068176	-9.338073	-6.620224	-0.716983	1.418302	0.703826	-8.213395	-3.615532	-12.746425	-8.874119	-4.982430	-9.475069	-0.022342	-12.329858	-5.137251	-2.444807	-7.019334	11.519252	-9.869136	0.594648	-1.909645	-7.882371	-2.838066	-0.439542	-6.843638	-6.426378	-1.670548	-10.562876	-7.233404	-7.268418
Boeing	-17.290226	-10.072892	-15.039261	-7.442600	-8.097146	-12.570417	-20.028881	-12.693862	-6.675029	-9.094921	-6.149532	-14.000946	-17.535292	-0.951853	1.128737	-9.057633	-6.863375	-13.671354	1.411999	7.141925	-0.367185	-4.033753	-18.117741	-18.693930	-10.427383	-11.662481	-0.447773	-15.488319	-23.684629	-11.563775	-13.093637	-13.555895	-12.138327	-3.932982	-6.842283	2.446132	-4.532758	-7.384709	-10.227206	-13.050425	-15.176616	-19.763733	-8.033221	-9.832844
.	-4.889622	-7.685586	-9.868067	-4.677211	-6.070985	-3.600317	14.206449	-0.120073	-10.644364	-2.514780	-8.382020	-15.635897	-6.553740	-5.241173	-1.235498	-8.295115	-12.284819	-5.976274	-0.657619	2.124675	-4.316277	0.695384	-9.166097	-6.504147	-6.170496	-6.924646	-3.244812	-12.567605	-15.127402	-13.390035	-8.975677	-13.298019	-7.815685	-3.004294	-4.266465	-5.975457	-5.944333	-6.200992	-3.236686	-11.222269	-4.426824	-9.313646	-5.481520	-12.530493
Rockwell	-18.578558	-12.255836	-16.308002	-8.327402	-7.311033	-13.923062	-22.379927	-15.428761	-13.226924	-17.877508	-10.392830	-15.391239	-13.170174	-12.287685	3.470705	-4.586502	-5.311102	-6.913094	4.304645	8.133817	0.856530	-1.111779	-13.839908	-18.731161	-12.708540	-14.250316	3.044527	-8.028622	-15.558618	-14.475253	-13.845627	-16.073626	-12.904724	-0.201218	-4.208268	-1.069257	-3.616507	-4.421041	-7.194856	-16.187538	-21.703815	-21.165186	-18.904270	-14.417214
,	-13.581043	-9.872703	-9.883393	-10.017828	-7.933084	14.421518	-8.856867	-8.433417	-10.860093	-2.199082	-6.159748	-17.000822	-10.582095	-3.538442	-0.894004	-10.798315	-14.285456	-16.077103	-1.877002	2.917895	-2.251336	0.938418	-15.088400	-7.367509	-9.017151	-9.794456	-0.874971	-15.746119	-20.629662	-12.781857	-12.016196	-12.914561	-10.960160	-4.206653	-9.212708	-12.921544	-7.568259	-8.509542	-3.234344	-16.091478	-12.838821	-19.756239	-11.412603	-15.898112
