	#	$	''	(	)	,	.	:	CC	CD	DT	EX	FW	IN	JJ	JJR	JJS	MD	NN	NNP	NNPS	NNS	PDT	POS	PRP	PRP$	RB	RBR	RBS	RP	SYM	TO	UH	VB	VBD	VBG	VBN	VBP	VBZ	WDT	WP	WP$	WRB	``
wings	-26.728834	-20.258905	-27.384398	-15.412975	-23.036732	-19.991554	-19.762463	-21.814184	-22.074108	-19.795162	-24.696899	-26.737408	-9.714649	-17.793339	-1.973131	-13.683729	-23.232388	-22.284725	-0.648727	-10.363202	-13.930346	7.641557	-23.264900	-13.536644	-12.263235	-14.672823	-11.183281	-19.689978	-21.194077	-26.687141	-18.075018	-31.510347	-22.565924	-4.432765	-7.405710	-13.167634	-10.991488	-7.945945	4.410425	-25.816919	-22.530607	-24.741909	-29.757544	-22.676991
and	-11.822226	-17.822182	-30.040018	-20.522793	-20.265760	-14.211610	-10.050849	-17.821510	23.613005	0.508585	3.350053	-20.882963	-15.686399	1.775562	-1.819356	-21.531567	-25.226126	-23.520338	7.686204	-6.214886	-27.129721	-13.902598	1.570986	-31.045422	-15.626558	-21.856615	-5.273653	-24.418283	-32.055531	-11.588943	-9.481885	-7.567845	-24.782015	2.107475	-16.630564	-10.723587	-15.883974	1.705806	-21.779791	-15.007144	-18.598509	-22.019154	-24.532890	-21.549160
an	-17.455635	-26.568680	-31.791056	-29.816349	-28.871546	-12.085922	-18.959425	-21.313725	-3.330693	-19.657764	18.969372	-27.448420	-26.202162	0.809536	-2.718369	-33.430584	-36.513081	-29.023394	2.056728	-0.396643	-29.341496	-24.191759	-7.293583	-27.233000	-16.110363	-25.507002	-7.027681	-36.513287	-51.690788	-25.158817	-7.142323	-13.374887	-22.260458	1.779392	-19.736389	-22.386347	-19.371887	0.303829	-23.128735	-15.757924	-20.071827	-26.377266	-28.404045	-19.194944
aft	-22.066061	-11.907101	-19.158352	-25.267925	-27.771561	-21.769938	-22.129368	-30.585526	-14.720750	-17.127754	-11.027210	-21.504860	-23.407368	4.203136	1.578098	-26.985491	-25.851860	-19.257835	4.780890	-9.363443	-24.791344	-15.428456	-18.506252	-20.220068	-19.207941	-21.445934	4.166774	-23.757250	-28.273932	-16.115669	-17.542276	-16.534773	-24.209814	2.575691	-9.330379	-16.184441	-9.918618	-3.755608	-20.478952	-18.597439	-26.443378	-27.212292	-22.487648	-18.941660
keel	-18.701031	-20.503353	-24.617937	-17.005491	-21.045559	-21.604322	-25.305069	-23.250071	-22.487829	-14.835534	-16.809587	-28.718082	-12.982813	-16.316349	1.513160	-13.856787	-23.204754	-26.070641	5.703567	-9.536099	-30.599726	-10.629827	-17.614611	-26.298616	-14.630693	-29.699469	-6.386789	-23.708170	-22.685896	-26.390234	-24.455551	-25.767910	-12.498393	9.610933	-2.986131	-18.015823	-8.298265	6.120847	-6.105775	-24.269852	-24.997450	-26.448055	-22.263222	-22.830338
beam	-17.938490	-19.791672	-20.672983	-28.011242	-20.632818	-15.071476	-26.884228	-22.777267	-22.650467	-25.598181	-22.137180	-32.332417	-18.331730	-7.601261	-2.250815	-19.311575	-15.186796	-17.610229	6.900120	-10.233963	-26.166080	-9.434399	-35.599785	-25.498642	-5.546367	-20.276506	-4.280541	-19.739096	-14.317861	-14.647822	-20.697058	-14.461385	-19.170315	6.740431	-3.347262	-10.183722	-5.585542	4.815021	-10.354601	-21.415899	-7.431640	-22.876490	-18.923389	-17.996761
Under	-18.721304	-12.858595	-22.140430	-22.235870	-11.019852	-16.658419	-19.297092	-22.035427	0.657223	-9.697615	-10.958467	-23.132113	-23.533079	14.012056	0.812370	-1.172158	-32.278214	-22.602636	2.306684	7.028675	-11.656891	-12.769500	-25.470825	-28.172022	-11.304594	-6.853814	-1.492075	-7.659760	-34.182709	-11.917740	-14.163850	-17.928719	-4.407640	0.079097	-18.795540	-18.511580	-13.958566	-6.221215	-19.682968	-12.196515	-19.333384	-26.267759	-10.175408	-16.356619
existing	-22.596100	-14.843605	-22.539991	-23.178823	-19.535597	-21.484562	-21.284321	-11.955400	-25.930689	-4.475135	-22.495232	-21.570702	-9.105341	-2.992987	4.292793	-8.119349	-12.416471	-28.035604	7.710215	-11.597231	-25.581926	-4.296753	-16.658995	-26.610334	-15.430660	-15.159319	-4.459068	-10.567888	-19.601954	-17.795595	-18.076691	-20.803173	-17.748985	2.836331	-8.846421	13.147434	-7.543077	-0.773862	-14.581875	-15.585957	-25.200617	-18.120920	-23.179420	-19.469851
has	-21.650818	-9.697012	-22.499271	-19.504622	-21.699680	-11.898586	-17.329817	-18.699104	-17.278513	-13.808064	-12.332458	-19.838993	-9.400530	-1.999069	-2.017929	-9.060519	-21.697580	-13.606696	-5.048482	-8.405616	-14.553804	-1.097840	-14.982338	-4.152851	-5.595673	-2.685145	-2.563619	-6.480994	-16.215189	-18.386019	-19.284769	-10.526550	-7.522841	-1.448420	-5.656638	-21.676159	-11.652079	-5.596573	7.656868	-10.645036	-17.881292	-11.610125	-10.391715	-14.436300
already	-16.788397	-12.754864	-16.660482	-14.745017	-20.779026	-23.899364	-20.811064	-21.219128	-20.122700	-14.434451	-10.557185	-11.898220	-17.980362	-10.490371	4.271895	-6.883990	-19.701456	-22.708117	1.371038	-4.330492	-25.692808	-11.885370	-14.479366	-21.078278	-14.888294	-14.414065	10.260530	-10.522108	-34.369976	-12.675960	-18.579237	-22.322388	-9.154792	-1.023936	-6.810739	-13.634527	-8.076032	-1.198841	-17.163980	-16.113674	-23.932468	-23.005915	-16.186893	-15.824199
delivered	-23.375427	-18.349291	-20.449415	-27.020014	-21.020557	-20.568327	-20.264557	-25.667356	-17.402164	-5.414294	-30.185843	-24.905334	-13.465992	-19.511116	4.898434	-19.782988	-14.727209	-16.149033	-1.243888	-8.295869	-30.468876	-8.851217	-16.076180	-21.958059	-16.233295	-24.304325	-10.159921	-28.321924	-34.699703	-29.158190	-13.784326	-26.768393	-17.905954	0.798283	8.470357	-16.912109	9.302047	-7.374728	-14.497572	-26.373304	-25.565350	-24.622910	-26.113022	-17.088614
793	-24.588823	-12.240465	-40.503544	-21.216743	-35.587772	-35.911861	-22.833300	-19.571587	-31.244825	27.155306	-23.899397	-28.760040	-32.169964	-22.608433	5.380028	-27.383522	-41.410069	-40.871418	6.997889	-2.148172	-15.454260	2.766172	-35.046509	-41.876518	-9.717434	-24.383814	-10.046884	-36.859779	-53.160870	-42.984825	-16.963934	-28.506203	-33.904667	-2.914659	-14.012815	-2.967031	-12.277578	-6.054233	-20.988947	-52.189865	-39.618572	-37.715405	-24.604694	-16.715065
of	-26.047821	-27.240498	-38.943390	-38.763599	-38.308090	-20.490402	-26.754847	-19.363680	-7.488625	-10.250771	-14.108644	-40.654728	-21.706148	18.855524	0.738182	-34.556705	-49.652283	-34.349609	0.467026	-2.402638	-18.747650	-21.473782	-29.481863	-26.271999	-0.973427	-20.996803	8.973171	-35.354618	-45.350079	-19.865145	-20.088106	-14.658278	-13.899938	-1.910670	-25.986687	-39.547256	-23.115435	-9.116519	-21.911272	-25.834558	-32.177349	-37.841152	-39.278526	-27.304516
based	-15.846147	-16.780151	-13.548075	-18.047571	-15.026059	-14.266671	-18.136545	-21.803919	-19.646696	-12.030235	-22.097088	-15.684449	-13.788767	-5.568230	3.897682	-12.767385	-11.192146	-11.379448	-0.635742	-9.829987	-28.295557	-11.301494	-14.099308	-17.374514	-7.901528	-11.698103	-2.657575	-14.203186	-24.098766	-17.213720	-14.839014	-13.210885	-9.123854	-0.366818	4.496655	-16.301609	9.940328	-5.356536	-19.206102	-15.968080	-17.953131	-15.332200	-9.818831	-13.756574
in	-18.322727	-22.249096	-22.969688	-25.532276	-25.445742	-25.394821	-19.356236	-18.379486	-19.847080	-21.815174	-8.479980	-28.155537	-10.709021	11.815144	-5.873393	-24.218533	-35.660656	-16.110558	3.692955	-3.142219	-17.800781	-7.418203	-21.814262	-16.436893	-7.034351	-12.540340	4.027412	-26.245764	-29.252436	-15.947922	-11.585010	-14.382763	-16.002270	2.087451	-18.630159	-16.745438	-13.606322	-2.586165	-13.028110	-12.735762	-19.153769	-24.029842	-21.554728	-24.005671
El	-19.482534	-16.697067	-26.247074	-22.782900	-19.387772	-29.348330	-19.038578	-20.053040	-24.532539	-14.185379	-4.335421	-28.267056	-23.490210	-9.923027	-5.288217	-22.298441	-49.418636	-21.689499	-2.166318	10.347601	-23.554218	-19.604975	-24.301888	-22.136967	-9.641539	-16.970943	-6.659854	-22.623940	-57.208920	-29.849506	-7.372776	-18.649927	-10.388471	0.969300	-13.095851	-38.834888	-9.383228	-7.771904	-24.985113	-37.663250	-24.741278	-32.157448	-21.559134	-24.884529
Segundo	-32.152847	-24.641558	-24.104683	-24.476528	-20.294737	-34.123032	-42.156830	-26.237909	-22.722744	-14.842849	-32.288868	-31.961739	-26.278456	-16.406313	3.721523	-20.782242	-36.757099	-23.513960	1.660950	9.347407	-6.669459	-12.076124	-37.936581	-31.590103	-18.660368	-31.707960	-4.229342	-28.865585	-40.600967	-24.516489	-35.922237	-37.865025	-26.666393	1.929358	-8.194990	-13.885709	-2.591146	-2.598556	-13.059880	-41.551449	-27.959745	-35.255241	-26.186789	-31.412699
Calif.	-37.456963	-26.821838	-52.732410	-33.398563	-24.345655	-41.433247	-16.672752	-18.869802	-20.484804	-19.261942	-23.865284	-44.810177	-25.355972	-11.645524	-0.593245	-32.835701	-53.361927	-41.143742	0.073864	13.013854	-10.370918	-9.675762	-29.518995	-39.965687	-19.369509	-32.351196	-3.975275	-36.342583	-75.495590	-46.648830	-30.015987	-48.721275	-22.052254	-8.050354	-19.167587	-25.358236	-20.990570	-14.819600	-23.653969	-22.684164	-26.276798	-42.442368	-30.152708	-31.452284
is	-28.848959	-14.973846	-35.413879	-21.407661	-25.061771	-27.711370	-18.270952	-21.821194	-28.492151	-21.406689	-18.655079	-43.736843	-6.655446	-4.271283	-9.283331	-26.816017	-34.168365	-21.297470	-3.977075	-2.573515	-8.563524	2.729521	-22.215111	-3.883443	-3.798086	-7.271334	-3.698556	-26.628185	-27.492645	-23.644867	-14.817925	-18.223120	-15.499571	-2.418726	-15.823133	-19.691858	-16.161785	-7.117326	11.009640	-24.746204	-27.292686	-26.384348	-29.212194	-20.510437
aerospace	-20.473522	-27.227608	-27.212475	-28.839596	-20.225336	-23.917206	-36.727272	-31.139044	-34.457401	-19.406071	-10.959757	-20.073429	-19.453772	-3.638077	1.716356	-16.571056	-25.052511	-29.941294	8.764310	-5.197558	-25.163496	-14.831826	-28.317167	-31.375175	-15.402122	-23.246864	0.020019	-18.240082	-36.498634	-23.331875	-27.962538	-26.913111	-24.622011	4.591455	-7.619761	-14.140588	-8.155717	2.189143	-22.775843	-19.346857	-29.663553	-27.641920	-21.833965	-27.769476
electronics	-31.641672	-13.808254	-33.551373	-18.553186	-14.925577	-27.990101	-20.563101	-17.040930	-24.682550	-14.033849	-22.312578	-24.544744	-7.725775	-12.688566	-4.675013	-14.905165	-24.669598	-27.850426	-1.497602	-7.870941	-12.927086	5.284573	-23.493797	-20.846825	-11.211231	-16.679171	-3.618405	-17.295750	-29.461613	-27.352976	-21.922150	-25.573412	-25.007565	-8.749439	-7.865183	-17.621555	-12.227505	-11.587990	-0.097161	-23.629873	-25.203756	-32.860157	-34.713219	-28.477610
automotive	-23.701408	-15.131104	-17.764656	-16.293432	-18.454651	-22.926546	-32.471214	-23.716921	-23.796242	-16.814188	-24.444576	-36.307343	-17.332937	-12.283990	9.385389	-20.552559	-13.941651	-28.445805	4.026263	-4.292340	-26.303711	-7.310711	-27.762920	-21.349136	-20.898968	-27.063585	-0.618058	-27.266148	-19.539204	-20.489410	-19.776117	-29.412592	-30.347439	-1.896014	-9.032899	-18.545303	-9.035789	-2.535170	-22.631502	-15.717019	-25.628754	-26.715364	-32.171375	-30.697708
graphics	-24.761782	-11.654573	-30.434172	-20.139267	-18.358162	-16.136841	-21.413700	-19.575064	-17.452877	-22.096283	-24.510586	-22.126011	-1.257166	-15.466546	-4.153827	-9.242231	-19.854559	-20.495436	1.732594	-13.311152	-15.386761	8.252807	-21.587395	-18.831831	-6.658958	-9.521380	-6.950480	-11.164220	-17.743849	-24.070099	-21.610628	-21.273823	-21.956774	-3.926350	-7.519758	-17.721724	-10.844003	-9.091400	4.375391	-18.826359	-20.174091	-22.980913	-25.853729	-21.499575
concern	-17.094994	-22.814590	-24.592579	-16.765783	-21.922804	-20.747890	-18.146921	-26.785105	-17.969618	-12.866170	-1.287371	-11.395002	-8.000715	-10.300855	2.724374	-6.643868	-22.353630	-20.139889	8.201799	-13.429045	-29.583651	-5.438303	-2.807312	-31.445587	-16.521902	-15.596110	-2.324589	-13.983518	-30.613174	-16.218693	-12.677131	-24.905090	-21.122942	5.385476	-4.603663	-10.719028	-3.920448	5.686070	-14.687204	-10.573313	-19.228563	-20.590475	-13.959393	-21.428616
Frank	-22.118124	-25.273460	-27.135530	-22.316359	-19.937319	-31.696400	-20.687729	-26.583996	-12.626711	-17.904440	-21.831432	-23.287197	-28.220331	-12.919275	6.274331	-21.231083	-23.487839	-26.495256	3.673224	10.324274	-7.594176	-6.513800	-25.852886	-31.070713	-17.510094	-24.922386	1.299051	-28.251711	-39.297535	-18.961800	-21.398714	-23.651962	-14.425185	-0.187140	-9.022713	-13.355610	-6.556773	-3.919245	-18.521242	-27.576746	-26.763327	-27.504421	-22.059828	-24.519157
Carlucci	-29.913567	-13.726059	-28.797670	-25.311401	-19.020039	-34.992691	-26.040325	-25.246275	-19.032864	-28.103788	-29.462744	-38.286236	-7.664696	-17.170837	1.528922	-16.507065	-25.239573	-15.010536	4.166749	10.711791	3.939597	-2.304708	-25.073235	-34.930908	-18.546690	-21.458187	-9.858016	-21.306257	-37.550617	-33.112171	-17.810110	-30.852205	-25.008551	0.580739	-15.439456	-6.832877	-11.693420	-6.219050	-12.184377	-30.710556	-28.595364	-39.714699	-34.828701	-23.356415
III	-16.868740	-12.237261	-16.966988	-18.324764	-10.538258	-15.898376	-16.305845	-7.057388	-18.254242	-25.485548	-18.522165	-22.322840	-9.729458	-7.228807	1.915373	-6.864951	-12.476436	-23.818590	1.495047	7.238947	-6.111159	-1.896442	-22.321119	-23.199020	-12.045504	-17.147186	-4.897747	-18.493807	-19.500515	-16.137129	-11.047649	-23.646740	-11.378440	-3.300842	-8.989749	-7.842616	-6.891958	-4.415167	-12.586675	-17.857098	-13.992593	-18.283720	-18.016453	-15.705871
was	-18.248623	-12.633093	-31.123917	-24.241741	-26.613745	-11.450846	-11.571970	-17.594954	-23.102139	-18.543768	-23.925707	-28.306282	-12.860197	-6.090621	-6.699190	-15.803043	-18.367180	-16.309624	-2.707384	-11.966356	-19.159788	-6.461495	-19.823658	-22.682961	-7.059774	-9.113926	-5.768233	-14.140503	-16.911842	-23.600395	-16.666002	-15.989286	-18.818579	-3.609123	9.581882	-9.937099	-1.413873	-4.240718	-4.252732	-25.019310	-20.336731	-13.193093	-11.828545	-15.704832
named	-26.146999	-27.299364	-35.811226	-30.487244	-29.855974	-23.934549	-33.846142	-37.605042	-26.238434	-18.958988	-29.659521	-40.421013	-17.138855	-20.075069	6.576401	-14.007144	-17.660755	-28.989983	2.190753	-7.524536	-29.652470	-4.927668	-27.166000	-35.019821	-17.624834	-22.972702	-12.274727	-23.959093	-40.864388	-29.887928	-28.217100	-17.866381	-33.809494	-2.893867	10.588621	-25.182482	11.207314	-9.736422	-19.211819	-28.015070	-28.009325	-30.057428	-37.135006	-23.316719
this	-17.587542	-9.232561	-22.963772	-13.063573	-14.148239	-17.950289	-11.801522	-18.240358	-11.096766	-8.429083	10.343358	-19.357182	-9.345182	-4.620955	-0.993162	-13.968267	-16.435318	-9.045196	-0.293629	-3.584366	-10.935314	-0.733410	-11.198180	-15.096217	-9.615892	-1.726256	-0.459633	-11.241660	-20.064041	-11.226207	-14.063135	-10.384898	-16.809290	-1.881066	-9.221703	-14.252687	-11.051915	-1.867184	-3.252162	-12.432041	-16.650745	-17.613726	-19.565393	-11.605384
telecommunications	-34.269608	-22.535744	-48.559116	-27.903372	-21.974506	-28.468733	-39.836720	-26.196117	-42.541012	-21.937140	-43.055790	-44.048450	-7.280577	-26.655602	1.731375	-23.639906	-14.746870	-45.035954	-0.814535	1.715164	-4.050673	11.940368	-49.547234	-28.640406	-23.833876	-34.222961	-10.610887	-32.142017	-30.522942	-46.385128	-29.196318	-36.087414	-38.165688	-10.044247	-10.405789	-8.843868	-9.888559	-14.836256	-2.290216	-30.211494	-22.859089	-37.787949	-47.662975	-32.741882
company	-20.749960	-22.821440	-31.401026	-22.058649	-26.103825	-20.104650	-24.146734	-24.436544	-16.276653	-22.377472	-10.190004	-23.405184	-12.068433	-11.443011	3.042910	-8.639720	-13.038125	-19.560099	9.354599	-17.200027	-31.480354	-2.685565	-16.019077	-34.248302	-16.455055	-27.402170	-1.271764	-17.924179	-20.146196	-16.817242	-19.448563	-21.427786	-20.942869	2.941916	-6.146105	-11.602887	-4.608190	1.091631	-12.389734	-13.800538	-13.948409	-22.052568	-23.132885	-22.874489
board	-16.213736	-16.291389	-16.366005	-16.694847	-14.365489	-14.310262	-19.963917	-16.737425	-9.400521	-16.384991	-15.873583	-17.485670	-3.522391	-7.175330	0.276975	-9.679714	-10.776139	-12.713611	6.626060	-11.211171	-24.103817	-4.490865	-8.360326	-20.348454	-11.937677	-16.425617	-4.085225	-14.860301	-16.307121	-12.609043	-14.013123	-12.734271	-20.401052	3.471000	-0.771491	-5.104817	-0.797542	-0.030264	-3.982284	-14.318447	-17.725794	-12.964741	-15.674675	-16.738291
filling	-20.405418	-16.159386	-24.681278	-18.793308	-19.641083	-22.193098	-24.284805	-18.820374	-25.497540	-4.660636	-26.146065	-23.790392	-13.304237	-11.333641	4.211612	-7.780010	-7.642573	-21.541260	6.368436	-15.193953	-26.339430	1.459045	-18.669216	-27.771360	-14.957376	-18.065601	-7.405490	-11.691344	-20.010878	-20.011707	-21.207161	-28.328064	-21.942736	3.269404	-3.462673	8.815286	-2.982156	-0.434118	-9.764661	-18.605221	-28.034105	-20.966379	-23.578348	-19.727602
vacancy	-20.690676	-21.866730	-35.388248	-29.915548	-26.826113	-27.952217	-30.669281	-28.031916	-23.858858	-21.418346	-15.331902	-26.038399	-12.007406	-13.588959	3.002935	-21.118357	-27.346041	-23.048784	11.023144	-9.652504	-35.839443	-12.544899	-21.278028	-38.437862	-14.202520	-30.073471	-1.686265	-29.789412	-39.384094	-20.328466	-24.724510	-25.153976	-24.130678	2.437473	-9.227471	-26.887537	-9.306083	0.371194	-27.183586	-26.103485	-27.769300	-28.525692	-27.117794	-25.824501
created	-21.860043	-20.242065	-26.100199	-19.776821	-21.120705	-23.158518	-19.738539	-27.491707	-18.268917	-13.695519	-23.186571	-19.627630	-17.108492	-19.762247	4.297370	-17.771053	-11.250873	-9.555118	0.248684	-18.140137	-42.240269	-5.740231	-22.645809	-25.050062	-17.481470	-30.967289	-5.962611	-20.912285	-30.552683	-20.321119	-23.561918	-23.984987	-16.965115	1.967151	8.736712	-21.666121	9.440434	-2.819002	-13.931258	-16.277294	-17.519936	-29.722731	-22.276058	-21.487986
by	-31.224730	-21.445826	-37.338097	-31.885763	-29.350163	-19.553364	-31.683144	-33.523716	-28.331545	-23.997742	-21.640526	-44.405720	-29.369341	14.402683	2.456279	-27.106432	-41.622791	-28.381523	1.430688	-13.904803	-38.096535	-13.409242	-38.665951	-32.067879	-8.622530	-5.960705	-6.283000	-35.036373	-37.279579	-24.957138	-18.678242	-27.009121	-24.381201	-0.101386	-19.901020	-27.863232	-18.229506	-5.592448	-28.090309	-20.614014	-23.811422	-30.624720	-15.110847	-26.012367
death	-17.465485	-25.404608	-22.197876	-21.463997	-25.367725	-22.819380	-30.452053	-20.275146	-12.079943	-24.742373	-9.823209	-22.504784	-11.052644	-4.219805	3.694586	-14.338631	-9.833746	-22.653851	7.001275	-5.399313	-22.790461	-6.835363	-19.312008	-18.738811	-15.073717	-21.158957	-1.618540	-15.113419	-14.726192	-14.426906	-17.912474	-21.406689	-20.052502	2.700819	-8.430991	-16.745144	-8.816333	-0.205966	-14.796777	-19.164574	-20.302431	-18.251194	-27.137657	-18.905289
William	-32.554581	-21.632961	-44.654076	-28.783440	-13.209627	-37.678082	-29.913218	-20.146471	-25.282717	-17.542252	-36.260216	-52.269089	-29.228228	-12.981559	2.088630	-24.548311	-28.925884	-29.291910	2.198743	12.618711	-10.806424	-9.291039	-48.858440	-39.169682	-23.233624	-25.702055	-7.214594	-28.205355	-47.740429	-25.560585	-28.290709	-24.494427	-21.275425	-4.738022	-14.727365	-17.343161	-14.730134	-10.597744	-27.225090	-28.355394	-24.573107	-49.345791	-34.341042	-27.110231
Sobey	-24.908974	-12.616001	-17.968760	-17.746910	-15.146134	-12.453577	-26.546707	-18.414421	-24.185877	-8.383822	-10.129117	-18.248312	-26.569929	-7.499376	1.451961	-11.264718	-26.029032	-26.688465	4.986996	8.425464	-16.503233	-17.886963	-24.654394	-28.758627	-5.646418	-10.326172	2.257344	-19.018366	-34.391933	-15.750851	-21.819378	-10.698353	-4.947595	-1.426185	-17.818960	-26.737242	-12.398928	-5.594940	-27.738211	-23.042845	-20.355707	-31.052694	-9.348394	-15.047257
last	-13.824177	-12.605074	-17.329369	-12.168818	-15.540698	-16.817041	-18.294260	-17.051422	-13.983836	-6.568006	-14.839201	-17.144300	-0.999764	-9.845688	6.912642	-1.787250	0.072767	-10.915401	2.494224	-8.593814	-16.652800	-2.148648	-8.171747	-17.222704	-14.194065	-15.467285	1.201188	-3.417932	-4.394061	-11.950780	-13.648892	-11.696804	-18.591480	2.857858	-0.848626	-6.555086	-2.969442	-2.301642	-4.412872	-13.132499	-18.596685	-19.809031	-17.353210	-14.323054
May	-15.940203	-9.377201	-29.290737	-17.862947	-19.235567	-16.425064	-17.902594	-17.946672	-28.253984	-21.325665	-10.720468	-25.177658	-26.783094	-11.384933	-0.660216	-23.331768	-22.818171	-7.185581	1.133655	10.256407	-11.733892	-10.889665	-27.199070	-28.608040	-10.106487	-7.254802	-2.673537	-28.771412	-36.126484	-20.098677	-17.306526	-13.695432	-6.420700	-5.099349	-14.081126	-25.792513	-14.152949	-6.316218	-25.261095	-24.806915	-13.494168	-22.782970	-16.330940	-12.192412
Mr.	-32.877319	-21.168051	-45.904518	-25.622116	-27.867107	-38.230930	-25.300282	-15.227847	-23.227030	-26.483257	-30.381613	-44.470543	-19.620428	-21.195154	-5.868960	-20.174501	-40.785854	-50.606670	1.981230	17.653811	-7.379449	-10.593863	-54.250423	-37.991955	-14.627825	-14.705424	-10.090986	-34.885487	-65.593422	-43.766644	-25.976606	-37.694565	-31.861902	-9.991396	-14.161715	-23.504353	-18.932190	-12.777829	-20.732529	-46.786453	-31.440422	-41.861610	-31.935162	-27.700476
59	-33.252373	-17.742334	-53.618305	-31.896658	-45.253792	-30.700233	-27.279099	-20.200058	-45.821503	28.020071	-23.815323	-45.920364	-31.052221	-16.792845	0.531117	-32.517956	-62.297386	-49.310978	3.906919	-3.998956	-17.829800	-9.879837	-39.809929	-49.874195	-6.947701	-35.552643	-5.084825	-41.872128	-70.767960	-55.041557	-26.211887	-26.805649	-32.965813	-6.109896	-29.347290	-19.267662	-19.153515	-13.386581	-23.537342	-52.683178	-46.429619	-41.870369	-35.147076	-27.005087
